280689121574772, 124984268177699, 238020728745658 @ -65, 368, 5
347694718670840, 266803173773179, 385951628984811 @ -101, 80, -100
226706896736426, 235400835780855, 158300362296517 @ 93, -126, 164
267626490859834, 254653354046226, 247921928755985 @ 25, 113, 126
234881103493508, 99927277873138, 210418786729494 @ 61, 368, 125
354399520623828, 321077563712577, 250074222778788 @ -129, -18, 83
556078220763248, 517360259297115, 427505707912822 @ -245, -126, -23
421942956004805, 394001007326058, 522161503777326 @ -146, -39, -175
230889056253228, 202511495192690, 163702485948482 @ 55, 44, 12
303153238406670, 347982743797350, 229766808915334 @ -42, -51, 121
254904008733136, 333518728773666, 352297037848106 @ 42, 26, 12
177836394326686, 65481274157709, 124889830989143 @ 169, 428, 290
333313118051833, 287873349314385, 522143656397552 @ -116, 16, -429
244533615319024, 221150774533962, 166764746520194 @ -78, -104, 46
244279273272988, 292407517474974, 126603450121412 @ -9, -363, 359
203397445348918, 23651109783620, 250354846560882 @ 104, 400, 119
379191016514825, 270954940937735, 301628556020241 @ -90, 104, 82
157398418331110, 255229106049288, 367273540632704 @ 150, 120, 8
258092493600523, 350853497992602, 325572063553786 @ 26, -63, -35
332990489438704, 304284032423490, 396511493508850 @ -67, 39, -85
157445729822538, 129731382252940, 43403734598888 @ 361, 439, 663
195378368174070, 77030642680148, 147349227639555 @ 117, 343, 248
433359907393420, 435011382701010, 371824264907158 @ -193, -126, -43
235746523120318, 240345035165533, 184677758884152 @ 41, -52, 59
214232342465660, 219382345845502, 8917678631882 @ 147, 55, 924
238398370937588, 118840666509628, 434672175227952 @ 51, 358, -416
196503540240878, 262499270798860, 163616663904774 @ 196, -76, 185
295443350965458, 328521374519760, 256790845218420 @ -59, -81, 31
287633705091103, 380889491435970, 421845710492117 @ 6, -23, -60
317095222482697, 331369569824202, 212265552960677 @ -82, -55, 134
218210575431028, 179372942744130, 182326881146042 @ 251, 387, -309
352083667643068, 253223913716910, 200639850090068 @ -49, 129, 196
167703761805093, 193958030027668, 233445549766531 @ 136, 187, 158
239108213590456, 301408016672850, 263251556230086 @ 53, -21, 25
269896205010035, 192049388333190, 32435141454243 @ -18, 189, 502
157992973039560, 375302500305755, 28072680242974 @ 163, -46, 401
210878061576358, 262640595350970, 306641322002612 @ 110, 43, -82
303871332820492, 326422185983256, 345844776769604 @ -25, 15, -9
220951304743228, 79037438896310, 119959639199502 @ 101, 575, 340
284603760217850, 478517357643163, 271014945129797 @ -15, -260, 54
238120407543778, 320431850228915, 189928937786557 @ 29, -454, 32
208237798893472, 152224606015650, 133841293387538 @ 322, 654, 398
223896325256455, 327976793210346, 155135240418881 @ 110, -719, 192
211445187876364, 168679562389686, 307142896105766 @ 107, 235, -67
553103633796724, 514534883350130, 471738413397190 @ -295, -176, -119
193497780302656, 258062230152170, 327224724112906 @ 200, -46, -394
243731734366999, 194715505950594, 84615118063139 @ 50, 185, 342
272871414178479, 400390941263981, 530244507403776 @ 24, -38, -169
310478551105084, 350809421176242, 350644456734110 @ -77, -102, -125
180673073051958, 242455084042440, 337471920420142 @ 144, 114, -35
204001428367920, 180937329659407, 391652488684365 @ 115, 208, -170
243448668778244, 187209134720502, 237962139607268 @ -65, 237, -657
304531424861490, 331206240399910, 464923651770404 @ -15, 29, -117
277020731699653, 427650381491490, 388010412558857 @ 14, -95, -42
253606820079276, 239047788390372, 344294035447992 @ 39, 126, -16
293176984450816, 367815947680842, 378531007901666 @ 10, 20, 26
212205180478247, 107495636298764, 143508922715303 @ 88, 271, 252
295968352314458, 358403886644670, 346843878413082 @ -15, -27, -11
265876522025902, 459671590755457, 331614486175137 @ 29, -122, 34
289192065929596, 236339120791758, 323761282502054 @ -27, 116, -43
327952433743588, 493673135618022, 471671643333998 @ -84, -287, -264
337094962841158, 401657682837320, 387907511218878 @ -34, -16, 13
202294189071004, 244897619660614, 1269716517366 @ 98, 137, 392
256699326530020, 194414713741470, 269599273898342 @ 14, 184, -11
200410326349474, 400034634102023, 328521562413367 @ 125, -194, -86
389714171134508, 322032776168530, 281585101573712 @ -89, 59, 114
280419296350441, 230270622035508, 529645586075795 @ 10, 143, -212
330776672013926, 229782935895210, 197333011056720 @ -170, 99, 128
287649076054928, 299020801170250, 187142474093292 @ -99, -125, 130
197673868485772, 319290483505431, 363012404299310 @ 103, 62, 33
241151729926498, 252591510749730, 175092763216742 @ -38, -389, -23
314240156168926, 402827572547508, 409832250926216 @ -16, -28, -22
197257542745632, 182433271412018, 123197086953986 @ 250, 242, 378
246040346787886, 156560446759452, 302945527708844 @ 54, 226, 86
258077887842860, 286890333492774, 201108642989382 @ 19, 15, 149
236800748628253, 249709023434610, 225460383027077 @ 46, -15, -30
303475390499389, 206280063944793, 182394657993935 @ -100, 156, 166
142145106938748, 169526371492278, 85289695711966 @ 211, 225, 347
229519721710393, 203940254142860, 167375551973832 @ 74, 23, -41
353356931420578, 453558130639815, 170375874695657 @ -59, -86, 224
319632223892937, 447911808305531, 536817240270387 @ -20, -70, -146
247131182019305, 184562259030848, 56316381668952 @ -8, 223, 659
272886323790784, 304526788325154, 249176082220202 @ 10, 30, 104
321093567705208, 264266463750858, 277115139567182 @ -34, 106, 99
281881897935064, 233179638182886, 301575258351458 @ -71, 77, -173
220909562525916, 248860675709461, 269049981770036 @ 87, 86, 27
239352612563973, 429876190808630, 410660052475072 @ 60, -83, -53
302690690130546, 373695121743394, 370681720522173 @ -27, -55, -52
323155307930116, 203726974715001, 163811427335714 @ -81, 170, 221
233717968805354, 364252756372114, 153036998092724 @ 58, -373, 228
344624736968006, 329087001455424, 289176839047480 @ -95, -9, 43
247214474914863, 326219109499210, 311007503955722 @ 34, -95, -99
231597530419314, 204229976888060, 212520831905902 @ 58, 104, -211
377911370035003, 415302363093315, 302023302648282 @ -154, -150, 13
217255974345169, 379823247362954, 139471699793234 @ 92, -127, 261
422860736420623, 400031363227800, 420998739713612 @ -150, -49, -65
385827160668778, 316923423367710, 222567390647115 @ -79, 69, 176
226815352570246, 303954520039500, 219583960302332 @ 74, 74, 174
229476082911274, 209371163944908, 144792614917304 @ 74, -12, 270
236700365662588, 365419135919750, 335451542003142 @ 62, -35, 5
241408665870975, 166780244305287, 139361486835225 @ -8, 360, 298
306402812736547, 401740180431430, 187885227362123 @ -46, -131, 186
289488629948044, 135615042653686, 110500969769864 @ -73, 325, 336
275081172093163, 351999055827768, 331286504826470 @ 16, -5, 25
414261376861768, 281796494326449, 445200200645354 @ -149, 82, -107
320636438493924, 411437438585039, 511083695118065 @ -33, -62, -168
243418505112724, 219831828087294, 174177460781930 @ -61, -79, -17
232331221513668, 250992313616698, 197495803573366 @ 61, -38, 53
201776373074569, 164091144532131, 388190254230779 @ 110, 228, -88
221885164256113, 297698777644500, 91868331699272 @ 108, -309, 507
264511500618056, 335200746993882, 338279595620234 @ 28, 12, 12
428376250986944, 343169100408306, 542935182449690 @ -138, 30, -168
315850059729842, 217795242382388, 157255809515726 @ -26, 160, 237
254543043574695, 396505042853087, 181676335242325 @ 42, -50, 208
244169556663344, 380734672701192, 95564529846929 @ 43, -177, 348
211222690763748, 329500439713899, 215096479281738 @ 111, -108, 101
347549504767672, 162968498283888, 336746633759372 @ -87, 228, -6
295690789660936, 435579872463558, 366456261952142 @ -7, -99, -11
283323549843220, 362559629593710, 359334177478526 @ 5, -21, -13
206064468921708, 304852437176090, 403275519543102 @ 135, -116, -445
276714557175460, 212311728996858, 218686077860654 @ -191, 76, -153
380972845219662, 406476191533293, 349634494828266 @ -75, -18, 53
399262678162628, 286985102653910, 362750630808707 @ -129, 77, -6
307972898337436, 347021368921002, 309473390518565 @ -137, -223, -184
190340919608200, 424659791245622, 417668507674608 @ 113, -59, -40
237210617349152, 195857916876306, 173191524163240 @ -35, 135, -128
226310795621632, 170650505495715, 208955405120363 @ 123, 514, -698
257651308650286, 233509821661890, 207410988216542 @ -30, 39, 29
367217369164828, 292278749679510, 487204784145542 @ -84, 76, -135
187298036859310, 382562545427724, 399416020850102 @ 118, -22, -31
205021027481904, 178238853083756, 216381899191238 @ 105, 208, 153
265713255593590, 157601755518120, 321902528548916 @ -23, 279, -209
378430252168963, 499353701272749, 314361530947442 @ -124, -214, 29
100215846369104, 217792249551878, 158669318864042 @ 232, 157, 234
225983974393776, 248844831629806, 117534873433429 @ 99, -235, 466
434454487020460, 307987682139702, 299097766143014 @ -125, 78, 103
242487215560716, 263782755936810, 257390553744484 @ 39, 9, -29
432967925630421, 403981399019122, 300806614174337 @ -186, -79, 54
272272490640204, 261963121451206, 234205102598790 @ -30, 23, 41
389301643298988, 513178029010202, 118678123043694 @ -89, -133, 277
267453774029388, 315815372743965, 259524079396851 @ -89, -336, -230
214124528855198, 194987757842918, 218225109467402 @ 241, 157, -531
228089059653920, 405971827155230, 324322532612246 @ 73, -71, 33
175040741214505, 193177097109708, 311247834039410 @ 168, 187, -43
266389747657898, 200713328336272, 324546351192620 @ 16, 176, -18
222638097939751, 308285474351865, 271647910468925 @ 100, -286, -262
242310282438173, 219880779332265, 253598589175337 @ 10, 54, -270
238317695512120, 233157817592178, 216622204702322 @ 33, 7, -61
217614063280948, 371433581534454, 374468760247766 @ 86, -33, -33
304274355275643, 336036087975455, 282718396702592 @ -90, -122, -45
248719825904332, 35421413846382, 193669850051444 @ 23, 585, 130
441246403033810, 425086710250833, 511600567719512 @ -155, -60, -141
223244176555935, 211520709292269, 164893593568735 @ 82, 156, 218
450896995968324, 203368722696202, 271115030660914 @ -183, 176, 106
61957308891298, 73983875307180, 81638075165432 @ 368, 398, 364
233067503049896, 372858463287229, 432397342111263 @ 67, -28, -94
348962365460056, 356439162896568, 349831469573057 @ -61, 7, 24
216964928762224, 141410969952450, 56113700691764 @ 129, 419, 660
185392470876364, 288585935352421, 227434389645607 @ 167, -20, 74
205129787843728, 391348503491580, 370506296858072 @ 101, -54, -24
238640065437153, 236284649220765, 159011584269907 @ 10, -114, 164
234203779427278, 220652028663750, 436204086014702 @ 66, 157, -75
229419744514710, 204014538048074, 163920332518272 @ 73, 113, 139
246827499586363, 329230729062935, 218041836817777 @ 32, -124, 86
239783781687340, 303878555725062, 217719519027590 @ 32, -245, -27
247573714391728, 74387255780190, 7685125201982 @ 24, 499, 615
203643934774213, 272060813444196, 228932949521136 @ 116, 51, 107
216306206166376, 368537071940502, 203193512085344 @ 85, 5, 190
229320797195080, 195084065990542, 190605178699386 @ 74, 167, -70
211241739596071, 257909986363893, 138167005136756 @ 128, -14, 275
224477235196028, 274064542534950, 256797072672198 @ 96, -201, -275
191422590132816, 344289284074364, 302875093329252 @ 147, -113, -61
254426280117244, 298532186062659, 169309864398911 @ -41, -294, 146
327061317119282, 441324916508263, 361118345041550 @ -27, -62, 33
252284124365014, 214105110987042, 156807239268818 @ -66, 55, 187
233604702100424, 331372456425846, 297535676434826 @ 67, 45, 93
179988978546774, 242652710081507, 300985368171122 @ 129, 130, 69
317648112142676, 63045889843500, 346318879959228 @ -21, 324, 40
183944617598281, 54679390501149, 103551925996772 @ 188, 540, 359
300601571530839, 213854605150178, 477149616688941 @ -72, 145, -418
199680891544492, 168882975057106, 229563156967272 @ 167, 263, -16
93397889110082, 313335957838903, 285594990714475 @ 225, 52, 92
267440664508657, 276722618105606, 218045390288258 @ 14, 61, 141
201048416925608, 302940817990730, 148314961620022 @ 138, -70, 245
345646570160451, 125915574495837, 177180352614085 @ -92, 282, 206
434998997395204, 451888028752812, 417030028590398 @ -181, -130, -83
292425813079933, 139574535214031, 151710524210355 @ -64, 302, 238
363362603131112, 375538563489974, 259288639584720 @ -197, -179, 23
455550365697148, 237383610634480, 451966831187792 @ -193, 136, -108
249923860409578, 427156385615640, 324397948950632 @ 40, -172, -24
230174592810506, 397078173986338, 320392846944592 @ 70, -277, -146
370484331898648, 462080323081058, 434357325603734 @ -64, -70, -27
352042620669793, 254451431085315, 265582247515167 @ -76, 114, 106
225726181673405, 282152040487507, 51794146145638 @ 94, -328, 793
325914857517548, 224987826909190, 445683374937862 @ -75, 139, -205
239158419662338, 184292873731821, 193141440275996 @ -59, 296, -393
241745842236065, 392707506119314, 262475350262586 @ 54, -95, 85
149880869825395, 260779230321699, 182755044118385 @ 272, 16, 158
182758127637728, 352296290873690, 213774341951882 @ 178, -176, 96
322689345922752, 517390939998124, 370089254419378 @ -117, -469, -203
243777987910444, 261681103047486, 122319023586746 @ 23, -49, 332
276626410674088, 368795380342770, 298098917247422 @ 6, -56, 39
223100168402227, 259131034008689, 254965011066665 @ 80, 98, 102
343604087371708, 194498194150310, 278837866792262 @ -115, 185, 33
171449167598158, 290827886582376, 346613473346258 @ 166, 28, -77
259924131158221, 506791132981500, 377198855379503 @ 24, -301, -110
230887266205796, 151274418278497, 293997385763015 @ 63, 472, -774
380630060230180, 307155527815188, 317327004924695 @ -241, -49, -104
245073822837517, 282348110222046, 325752701543429 @ 18, -123, -370
256668352795036, 312459031267014, 331969829289590 @ 37, 37, 15
207991708202524, 341229900618098, 178612745992074 @ 143, -305, 143
269030364994024, 373047985727014, 384758401870182 @ 5, -115, -151
413625408991988, 504172631925350, 494739816674422 @ -266, -383, -389
220449349473772, 238475725342470, 283269882238850 @ 103, 29, -222
239110845056530, 159658781890074, 264231397119098 @ 5, 417, -579
270625496415908, 369924714333408, 396036717863490 @ 31, 15, 5
194075683343053, 296157079336340, 292107196392657 @ 158, -65, -106
249583738413196, 259453696887848, 512570531016692 @ 23, 26, -636
250769207939179, 147822812250852, 172491080130614 @ 32, 271, 201
274090045290378, 141835695788190, 219412206858032 @ 18, 249, 162
310048321932256, 461249029356332, 270047491921488 @ -37, -173, 83
257466130341898, 308813655559590, 307882996774247 @ 33, 29, 28
266487171773028, 381615197803990, 521865281620182 @ 33, -7, -139
250456861036948, 355985364364966, 276922243726750 @ 26, -167, -34
164777078173785, 84001205145966, 167182958989158 @ 172, 357, 217
205712216131440, 178567428731860, 238769931033238 @ 169, 244, -127
290631858820622, 371395111863502, 421643742111656 @ -20, -79, -162
266148766939258, 244559648207555, 218375170184502 @ -67, -10, -23
196913152541618, 216814675057943, 303847004522539 @ 181, 106, -278
329085826329862, 375755398267434, 271260002266019 @ -35, -7, 116
269699152478851, 277687678911525, 268572039249047 @ -6, 24, 14
216539290072783, 315605630214375, 216977428949622 @ 104, -120, 73
373583453051948, 442967528708930, 399155138909162 @ -105, -118, -60
276431233292687, 326780609470934, 320375007203395 @ 10, 13, 22
187650573641032, 332648350957863, 178165385093729 @ 203, -252, 150
289872055922332, 227424352478310, 298272511439984 @ -65, 109, -94
215873190207436, 427693641692454, 96932240440094 @ 95, -219, 335
270215858820453, 299371750698540, 333004350460232 @ 28, 75, 51
260164758765334, 106220783003250, 201220556059562 @ 32, 299, 179
255841668002708, 190354125272990, 212548085709562 @ -83, 199, -140
261021668185840, 242745999252515, 220764252069766 @ -37, 14, -7
435665289497136, 455069752374522, 350494107738582 @ -131, -69, 49
391990641704735, 539121099197590, 499747818472309 @ -116, -211, -158
288236036220908, 258960386709354, 254464344585642 @ -89, 6, -46
275039391189868, 243194231211375, 280216042539857 @ -185, -100, -506
212734254183404, 119453244944774, 221955311627910 @ 108, 347, 85
242821592221388, 142155294827480, 245736190911914 @ -9, 494, -357
260314139274078, 266051832537439, 312954954515350 @ 21, 68, -23
379324429974295, 326247323556753, 363531631470029 @ -240, -90, -202
206494037113735, 338047902222005, 194871249096329 @ 110, -56, 168
166495993299292, 305140357502550, 176144483389574 @ 208, -56, 185
231610106878212, 170907501031334, 217018477310254 @ 60, 313, -164
170334463975638, 156970557880440, 177237864596517 @ 325, 339, 118
258978574885968, 217090621839050, 174445402509962 @ -96, 46, 90
224758880439548, 41844344669025, 215329712191137 @ 87, 672, 28
468939589115901, 286956624282772, 319953324453243 @ -176, 91, 70
317564486890484, 165469296091852, 165670679710481 @ -81, 235, 216
203546067656584, 219692856953292, 304946080816261 @ 179, 75, -404
228084172542739, 319683750076606, 316047970844386 @ 74, -43, -59
256983436947892, 312398343652356, 356266884890480 @ 35, 30, -28
386693663936973, 264959397290718, 281283341436549 @ -84, 117, 116
271448790853678, 337683083449540, 366150636762782 @ 14, -10, -51
266538019145218, 289076539771200, 216528816980003 @ -39, -101, 40
261512265044542, 245711643259941, 234140779699130 @ -35, 10, -43
